"labels","Arachidonic Acid","Thymidine","Thymidine.D4","Lactate","Citrulline-D4"
"Cardiotoxic",1.28015151365068,-0.312290475318826,0.550266626431544,0.0567380939859923,1.09650057023943
"Cardiotoxic",-0.43347033434531,0.531127216026774,0.685323942787941,-0.119379709312034,0.730457297527948
"Cardiotoxic",-0.596487194742135,0.483895615938981,0.339085407718116,-0.588460713200366,0.446218229844218
"Cardiotoxic",-0.156407664122722,0.330631915627042,1.13919090617427,0.126901177081793,0.434297515335416
"Cardiotoxic",-3.82233835505707,0.482134317417495,-0.660271994111194,1.1293923072392,-1.03068913831409
"Cardiotoxic",0.971549855773326,0.571804333391466,0.586844996776412,1.24635265639042,0.596309983019347
"Cardiotoxic",-4.16863137196107,0.522393675437749,-0.688756547164807,1.61465300438938,0.269543732012688
"Cardiotoxic",-0.697534347046249,0.717633886008331,1.25187210001373,-0.352094140623985,0.830887675689008
"Cardiotoxic",-1.33643981751265,-1.71431760234868,-1.40810386037353,-2.40085219129889,-2.17083966763685
"Cardiotoxic",-0.519024580015713,0.797430816051147,1.63932470446329,0.74721908203305,1.02584220002534
"Cardiotoxic",0.796922408423714,-0.183896692624055,-1.68070043389742,0.123486892872394,-0.80338819363602
"Cardiotoxic",-0.442676702702795,0.416446715651872,-0.351011956073544,-0.566676549853395,0.297686036632623
"Cardiotoxic",0.0387705045058156,-1.91250586623897,-2.12668730175787,0.101451720371919,0.60174782824222
"Cardiotoxic",0.555805233290463,1.12617797603173,0.563358417232829,0.845647792155616,0.752911071889608
"Cardiotoxic",-1.66094929513001,1.01435234744974,0.262592390567609,-0.355430332012503,-0.457727164705794
"Cardiotoxic",-0.388999557100229,0.507905235406976,-0.867797540681872,-0.795710833783201,0.207354465351322
"Cardiotoxic",-0.134129255862858,0.573801496927118,1.14952740342486,-0.0217575313183707,0.808916462558594
"Cardiotoxic",-0.341608485816069,0.899204065404208,0.650605149912428,0.780695868876111,0.669782780705352
"Cardiotoxic",-0.398845603486147,0.55313323268861,0.45499589835882,-0.446867757707137,0.4911222812745
"Cardiotoxic",0.199297985467707,0.270805041454877,-0.797580710922155,-0.87236026229535,-1.21289716042152
"Cardiotoxic",-1.85030048358296,0.231250258735897,-0.845972798070317,1.67151722763061,-0.497469352192739
"Cardiotoxic",-0.693446121059607,0.844016397628238,0.816919678392982,1.76868489671348,1.09530571243498
"Cardiotoxic",1.56618533788017,1.03245758458131,1.23368928452836,1.26557139747714,0.472999782286681
"Cardiotoxic",-0.000107390655747361,-1.17184644927984,1.41853233626549,0.448896981085051,0.465341678425554
"Cardiotoxic",0.103549585549234,-1.33010104837018,0.359614036977031,0.0514299751050349,0.730836885738997
"Cardiotoxic",-0.597097802475242,0.693269489343377,1.04668035915665,0.1159875057483,0.489187290657073
"Cardiotoxic",-0.807264677610239,0.0600789066620028,-1.34412646518628,-2.10798996667228,-2.17660622983056
"Cardiotoxic",-0.637883888144746,0.253094858920263,-0.906340566204874,-0.54745465533085,-0.101613934095634
"Cardiotoxic",-0.128841806339316,0.491655765589007,-0.874503891438173,0.115411375907451,-0.968007871135791
"Cardiotoxic",0.154058736193269,0.738823077467069,0.420209957687134,-0.523352296151368,-0.552333113839422
"Cardiotoxic",-0.916815959562215,0.365109235664693,-0.423144446567852,-1.84366245562713,-2.07694334780258
"Cardiotoxic",-1.07473147854862,0.234824990635727,-1.9104643743344,-0.825789179740107,-2.02309764837098
"Cardiotoxic",-0.390382823356799,-1.66118176643999,-0.870591233628754,0.552735104405104,-0.499537422966672
"Cardiotoxic",0.243319174097789,0.0877710464088718,1.41250717678044,2.83525378000601,0.648522938581859
"Cardiotoxic",0.546699956401779,2.10830504969206,-0.414598842678048,0.312456477648696,-0.0722458974013718
"Cardiotoxic",0.344473324053511,-1.91250586623897,-0.349705559548178,-1.13358099589522,-0.861351294925103
"Cardiotoxic",-0.0607654540151274,0.614928379959783,0.986424547721081,-0.125228034134931,0.899820065846301
"Cardiotoxic",-1.29163916070257,1.12935663415842,-0.536832317469476,-0.667168073503811,0.459025112125846
"Cardiotoxic",0.219117155280563,0.623255310909397,-0.00747477472776153,2.23660383417574,0.549232183801947
"Cardiotoxic",0.405997123818433,-1.19762161798234,0.917448105138415,0.275447108326999,0.549692144568148
"Cardiotoxic",0.596492482829124,-1.2487642311892,-0.0976517994361074,0.227319115448325,0.160537273135778
"Cardiotoxic",0.828884600968139,0.104833532311247,0.585387120924964,2.28848145663236,0.536459073170714
"Cardiotoxic",-0.139390806319446,0.54729086716961,0.568235625545316,-0.284103125579188,0.468847652548287
"Cardiotoxic",1.1131708760101,1.6078588240677,1.11862055956555,2.20025408745947,0.772793595872663
"Cardiotoxic",-0.77313110866756,0.626683077444409,-0.0847185308422976,-0.00326713134427044,-0.377920416363391
"Cardiotoxic",2.58682571435419,0.197325626630233,-1.39148340006962,1.16136590811181,-1.94381172850689
"Cardiotoxic",-1.582065927094,-1.49870855138971,0.847753771273499,-0.157494695529465,0.778400370985741
"Cardiotoxic",-1.04296951487044,0.981919598839739,-0.838676925471783,-0.400398270521516,0.028821865265882
"Cardiotoxic",-1.08469597666874,-0.00682724810630849,0.565951364306774,2.49394816467253,0.559872064320463
"Cardiotoxic",-0.904638667242612,-1.55613761365347,-0.853839670944525,-0.425137883021078,0.202295224967971
"Cardiotoxic",2.18865252957002,0.61532450720767,-0.0986232569291478,1.00204176648315,0.14768658150671
"Cardiotoxic",-0.945727176801937,0.373079219944335,-1.11311788682356,-1.84296145483249,-2.26860657360939
"Cardiotoxic",0.518514164716186,-1.27069381218751,1.27653135454547,0.315894344077066,1.01060823804457
"Cardiotoxic",-0.862602116070183,-1.53649190160037,-0.0706806044505551,-0.0597349674148029,-0.640572599484795
"Cardiotoxic",-0.883259915159434,-1.26381513280945,1.32305169224406,0.387955070363181,1.15564469114824
"Cardiotoxic",-2.48858984591216,0.984837870929103,0.75770009355266,1.87755208764541,0.414715247485815
"Cardiotoxic",3.51451544110601,0.0254888804566619,0.557643461281957,1.94047563016607,0.79613488946408
"Cardiotoxic",-0.582618774629404,0.450867181983906,-0.278960755977907,-0.0240519968628415,0.282904959543221
"Cardiotoxic",1.11029391778354,-0.846936565152066,0.898609433596484,1.56968310465263,0.916712810684298
"Cardiotoxic",0.684644043354162,1.75021704812206,-1.57315366084718,0.829113061144556,-0.606423965976557
"Cardiotoxic",1.41198690688876,0.415053872485376,0.130592458827113,2.72474060715443,0.421993066851702
"Cardiotoxic",-0.263781052701072,0.354258258761527,-0.144984285256001,-0.584096517347298,0.381163840785297
"Cardiotoxic",0.0916013661032234,-1.16186931590107,0.4678378648632,-0.188742459291811,0.698470188688906
"Cardiotoxic",0.519484488967815,-1.16839584450357,1.13408865208834,0.20564958969755,0.937161983313345
"Cardiotoxic",0.0674368022799845,-1.16696319341886,0.809199686217589,-0.0892973080985791,0.851652810613457
"Cardiotoxic",-0.539821825810803,0.657516147387647,0.348487012849182,-0.275126039229455,0.585656188169904
"Cardiotoxic",-0.597117915520571,0.0694491367664662,-1.28041197509461,-2.11463223115693,-2.01880639617242
"Cardiotoxic",0.149163088133517,0.481012919590922,-0.71200940719954,-0.909167248331579,-0.922468211819088
"Cardiotoxic",-1.1771735037054,-0.0107302943552515,-1.77661006033518,-2.20596909525745,-2.18715155703439
"Cardiotoxic",0.370410701378418,-1.35280968055989,-0.160001278010533,-0.183156691937178,-0.120725634669055
"Cardiotoxic",1.47068538444619,-0.420074159742667,0.916318219218707,0.0307493626425105,0.918064018477161
"Cardiotoxic",0.140036982230876,0.863742731496383,-0.199988017159126,0.855718141245198,-0.211363954880116
"Cardiotoxic",-1.24978690571458,1.17693933839872,0.687560612032206,2.54674746017205,0.704467695483359
"Cardiotoxic",-1.10321331228517,-1.41956813696769,0.145438153725238,-0.320174065743291,0.5392103703311
"Cardiotoxic",-1.2615461158465,0.738988956956182,1.06172463728797,-0.106388863515777,0.450964371143602
"Cardiotoxic",-0.402262720526515,0.754784001512865,0.021904033137416,-0.273894232689379,-0.61325182872718
"Cardiotoxic",0.215289964748802,-1.44440629179169,0.751139185576306,-0.14695296941731,0.671961345021859
"Cardiotoxic",0.21394291444292,0.499261615961006,1.53301574201787,-0.0634038350057724,0.901124031629602
"Cardiotoxic",-0.251532372109444,-1.20237115475297,-0.174331210872237,0.0715328978827057,0.0966234298656969
"Cardiotoxic",-0.405093524853995,-1.48598011508873,0.562828823170621,-0.498426863433773,0.643180536244502
"Cardiotoxic",0.32946364799207,-1.22502799108067,1.09795246742206,0.213665215001671,0.666907453600879
"Cardiotoxic",0.315416513212707,1.01421455802099,1.08031206569021,1.96870362138298,0.570255826253209
"Cardiotoxic",0.135814045805728,-0.306319701873171,-0.72856031825232,1.92794331232292,0.0141706578465358
"Cardiotoxic",0.859843766419058,0.610093508314004,0.819271744345393,-0.830518542643634,0.681382147445157
"Cardiotoxic",-0.398845603486147,0.55313323268861,0.45499589835882,-0.446867757707137,0.4911222812745
